"Name","Name_","Molecule.Max.Phase","Molecular.Weight","X.RO5.Violations","AlogP","Compound.Key","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","Affinity","Data.Validity.Comment","Comment","Uo.Units","Ligand.Efficiency.BEI","Ligand.Efficiency.LE","Ligand.Efficiency.LLE","Ligand.Efficiency.SEI","Potential.Duplicate","Assay.ChEMBL.ID","Assay.Description","Assay.Type","BAO.Format.ID","BAO.Label","Assay.Organism","Assay.Tissue.ChEMBL.ID","Assay.Tissue.Name","Assay.Cell.Type","Assay.Subcellular.Fraction","Assay.Parameters","Assay.Variant.Accession","Assay.Variant.Mutation","Target.ChEMBL.ID","Target.Name","Target.Organism","Target.Type","Document.ChEMBL.ID","Source.ID","Source.Description","Document.Journal","Document.Year","Cell.ChEMBL.ID","Properties","Action.Type","Permeable"
"CHEMBL28627",NA,NA,516.6,1,3.86,"13e","CC(=O)N1CCN(Cc2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)CC1","Ki","'='",79.43,"nM",7.1,NA,NA,"UO_0000065",13.74,0.26,3.24,8.2,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,TRUE
"CHEMBL1779404",NA,NA,662.12,2,1.67,"3f","COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3cnc(OC)nc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1","Ki","'='",45,"nM",7.35,NA,NA,"UO_0000065",11.1,0.22,5.68,4.57,0,"CHEMBL1780594","Displacement of radiolabeled oxytocin from human oxytocin receptor expressed in CHO cells by scintillation counting","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1777717",1,"Scientific Literature","Bioorg Med Chem Lett",2011,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL2369424","Lanthionine Oxytocin",NA,976.12,3,-3.66,"4, [--S]-OT iso 2","CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O","Ki","'='",856,"nM",6.07,NA,NA,"UO_0000065",6.22,0.12,9.73,1.54,0,"CHEMBL1633054","Displacement of [3H]OT from oxytocin receptor expressed in COS1 cells","B","BAO_0000219","cell-based format",NA,NA,NA,"COS-1",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1629457",1,"Scientific Literature","J Med Chem",2010,"CHEMBL3308351",NA,NA,FALSE
"CHEMBL4206233",NA,NA,331.42,0,4.16,"17","Cc1ccn(-c2ccc(C(=O)N3CCCCc4ccccc43)cc2)n1","Ki","'='",84,"nM",7.08,NA,NA,"UO_0000065",21.35,0.39,2.92,18.56,0,"CHEMBL4201601","Displacement of [3H]-AVP from human OXR receptor expressed in CHO cell membranes by radioligand binding assay","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL4196200",1,"Scientific Literature","J Med Chem",2018,NA,NA,NA,TRUE
"CHEMBL1765665",NA,NA,1555.57,NA,NA,"2","CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCNC(=O)c2ccc(-c3c4ccc(=N)c(S(=O)(=O)O)c-4oc4c(S(=O)(=O)[O-])c(N)ccc34)c(C(=O)[O-])c2)C(=O)NCC(=O)O)NC(=O)[C@H](CC(N)=O)NC1=O.[Li+].[Li+]","Ki","'='",30,"nM",7.52,NA,NA,"UO_0000065",4.87,NA,NA,NA,0,"CHEMBL1767536","Displacement of [3H]AVP from human oxytocin receptor expressed CHO cells after 60 mins","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1765031",1,"Scientific Literature","J Med Chem",2011,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL142324",NA,NA,491.59,0,4.09,"5","CC(=O)N1CCCC(COc2ccc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cc2)C1","Ki","'='",200,"nM",6.7,NA,NA,"UO_0000065",13.63,0.25,2.61,8.44,0,"CHEMBL761402","Binding affinity was evaluated by measuring the displacement of [3H]OT (oxytocin) from specific binding sites in uterine tissue obtained from human","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1128191",1,"Scientific Literature","J Med Chem",1995,NA,NA,NA,FALSE
"CHEMBL66567",NA,NA,556.66,1,4.9,"26","COc1cc(OC2CCN(Cc3ccccn3)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",23,"nM",7.64,NA,NA,"UO_0000065",13.72,0.25,2.74,9.05,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,FALSE
"CHEMBL322187",NA,NA,487.56,0,4.99,"19","COc1cc(O[C@H](C)c2ccncc2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",3.9,"nM",8.41,NA,NA,"UO_0000065",17.25,0.32,3.42,10.36,0,"CHEMBL761405","Binding affinity against cloned human oxytocin receptor from human embryonic kidney cells","B","BAO_0000219","cell-based format",NA,NA,NA,"kidney",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1130655",1,"Scientific Literature","Bioorg Med Chem Lett",1998,NA,NA,NA,TRUE
"CHEMBL1091770",NA,NA,349.39,0,3.11,"27","CCN(C(=O)c1ccc(-c2ccccc2)[nH]c1=O)c1ccc(OC)nc1","Ki","'='",97,"nM",7.01,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1111571","Antagonist activity at human cloned OT receptor by cell based beta-lactamase reporter gene assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156290",1,"Scientific Literature","Bioorg Med Chem Lett",2010,NA,NA,NA,TRUE
"CHEMBL2113194",NA,NA,506.58,1,3.45,"41","CCOc1ccc(S(=O)(=O)N(c2ccc(C)cc2)C(C)C(=O)N/N=C2\C(=O)Nc3ccccc32)cc1","Ki","'='",448,"nM",6.35,NA,NA,"UO_0000065",12.53,0.24,2.9,5.42,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,TRUE
"CHEMBL381433",NA,NA,420.53,0,3.78,"17b","Cc1ccc(N(CC(=O)N2CCc3ccccc3C2)S(=O)(=O)c2ccccc2)cc1","Ki","'='",470,"nM",6.33,NA,NA,"UO_0000065",15.05,0.29,2.55,10.97,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,FALSE
"CHEMBL196974",NA,NA,449.36,1,5.14,"12b","Cc1c(Cl)cccc1NC(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1","Ki","'='",160,"nM",6.8,NA,NA,"UO_0000065",15.12,0.32,1.66,10.22,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,TRUE
"CHEMBL2369845",NA,NA,1040.24,NA,NA,"4","CCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O","Ki","'='",131,"nM",6.88,NA,NA,"UO_0000065",6.62,NA,NA,NA,0,"CHEMBL873306","Binding affinity against human oxytocin receptor was determined by using plasma membranes from CHO cells stably transfected with VP/OT receptors","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1149164",1,"Scientific Literature","J Med Chem",2004,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL2172289",NA,NA,1309.58,NA,NA,"44, DY647","CCN1/C(=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(CCCC(=O)NCCn2cc(CNC(=O)CCC(=O)NC3CCCN(C(=O)c4ccc(NC(=O)c5ccccc5-c5ccccc5)cc4)c4ccccc43)nn2)c2cc(S(=O)(=O)O)ccc21","Ki","'='",184,"nM",6.74,NA,NA,"UO_0000065",5.14,NA,NA,NA,0,"CHEMBL2175247","Displacement of [3H]-AVP from human oxytocin receptor expressed in CHO cells after 30 mins","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2169837",1,"Scientific Literature","J Med Chem",2012,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL2017979",NA,NA,555.7,1,3.01,"4","COc1cc(OC2CCN(S(C)(=O)=O)CC2)ccc1CC(=O)N1CCC(N2C(=O)CCc3ccccc32)CC1","Ki","'='",28,"nM",7.55,NA,NA,"UO_0000065",13.59,0.26,4.54,7.83,0,"CHEMBL2019478","Displacement of [3H]oxytocin from human oxytocin receptor after 1.5 hrs by liquid scintillation counting","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2016538",1,"Scientific Literature","Bioorg Med Chem",2012,NA,NA,NA,TRUE
"CHEMBL31665",NA,NA,434.52,0,4.27,"3b","Cc1nc(-c2cccs2)ncc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",158.49,"nM",6.8,NA,NA,"UO_0000065",15.65,0.3,2.53,8.99,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,FALSE
"CHEMBL2017867",NA,NA,707.63,1,4.33,"1","CS(=O)(=O)N1CCC(Oc2ccc(CC(=O)N3CCC(N4C(=O)CCc5ccccc54)CC3)c(OC/C=C/I)c2)CC1","Ki","'='",10,"nM",8,NA,NA,"UO_0000065",11.31,0.26,3.67,8.29,0,"CHEMBL2019478","Displacement of [3H]oxytocin from human oxytocin receptor after 1.5 hrs by liquid scintillation counting","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2016538",1,"Scientific Literature","Bioorg Med Chem",2012,NA,NA,NA,TRUE
"CHEMBL2113200",NA,NA,571.06,1,2.73,"76","CN(C)CCCOc1ccc(S(=O)(=O)N(CC(=O)N/N=C2\C(=O)Nc3ccncc32)c2ccc(Cl)cc2)cc1","Ki","'='",115,"nM",6.94,NA,NA,"UO_0000065",12.15,0.24,4.21,5.21,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,FALSE
"CHEMBL2113195",NA,NA,628.11,1,3.13,"74a","COC(=O)c1cccc2c1NC(=O)/C2=N\NC(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(OCCCN(C)C)cc1","Ki","'='",109,"nM",6.96,NA,NA,"UO_0000065",11.08,0.22,3.83,4.75,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,FALSE
"CHEMBL382515",NA,NA,524.6,2,6.35,"64d","Cc1ccc(N(CC(=O)/N=N/c2c(O)[nH]c3ccccc23)S(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1","Ki","'='",104,"nM",6.98,NA,NA,"UO_0000065",13.31,0.25,0.63,6.06,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,FALSE
"CHEMBL2113212",NA,NA,511,1,3.96,"63d","CCCc1ccc(S(=O)(=O)N(CC(=O)N/N=C2\C(=O)Nc3ccccc32)c2ccc(Cl)cc2)cc1","Ki","'='",36,"nM",7.44,NA,NA,"UO_0000065",14.57,0.29,3.48,6.9,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,TRUE
"CHEMBL371223",NA,NA,528.97,2,5.05,"60","COc1ccc(S(=O)(=O)N(CC(=O)/N=N/c2c(O)[nH]c3ccccc23)c2ccc(Cl)cc2)cc1OC","Ki","'='",18,"nM",7.75,NA,NA,"UO_0000065",14.64,0.29,2.69,5.79,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,TRUE
"CHEMBL373167",NA,NA,436.53,0,3.48,"17a","COc1ccc(N(CC(=O)N2CCc3ccccc3C2)S(=O)(=O)c2ccccc2)cc1","Ki","'='",160,"nM",6.8,NA,NA,"UO_0000065",15.57,0.3,3.32,10.16,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,TRUE
"CHEMBL25502",NA,NA,491.59,0,3.77,"6","CC(=O)N1CCC(Oc2ccc(CC(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cc2)CC1","Ki","'='",390,"nM",6.41,NA,NA,"UO_0000065",13.04,0.24,2.64,8.07,0,"CHEMBL761401","Binding affinity for human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1132047",1,"Scientific Literature","Bioorg Med Chem Lett",1999,NA,NA,NA,TRUE
"CHEMBL481730",NA,NA,404.43,0,4.8,"16e","O=C(c1ccc(-c2ncccc2C(F)(F)F)cc1)N(CC1CC1)CC1CCCO1","Ki","'='",199.53,"nM",6.7,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1035607","Antagonist activity at human oxytocin receptor expressed in CHO cells by FLIPR assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141024",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL2113196",NA,NA,627.12,1,2.22,"75","CN(C)CCCOc1ccc(S(=O)(=O)N(CC(=O)N/N=C2\C(=O)N(CC(N)=O)c3ccccc32)c2ccc(Cl)cc2)cc1","Ki","'='",322,"nM",6.49,NA,NA,"UO_0000065",10.35,0.21,4.27,4.2,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,TRUE
"CHEMBL2113181",NA,NA,598.08,1,2.44,"72","O=C(CCc1ccc(S(=O)(=O)N(CC(=O)N/N=C2\C(=O)Nc3ccccc32)c2ccc(Cl)cc2)cc1)NCCCO","Ki","'='",0.9,"nM",9.05,NA,NA,"UO_0000065",15.12,0.3,6.61,5.75,0,"CHEMBL863355","Displacement of [125I]OVTA antagonist from human oxytocin receptor expressed in HEK293-EBNA cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"HEK293-EBNA",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141231",1,"Scientific Literature","J Med Chem",2005,"CHEMBL3833702",NA,NA,TRUE
"CHEMBL2369831",NA,NA,1042.21,NA,NA,"14","C[C@@H](O)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O","Ki","'='",91,"nM",7.04,NA,NA,"UO_0000065",6.76,NA,NA,NA,0,"CHEMBL762238","Binding affinity against human oxytocin receptor was determined by using plasma membranes from CHO cells stably transfected with VP/OT receptors","B","BAO_0000219","cell-based format",NA,NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1149164",1,"Scientific Literature","J Med Chem",2004,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL590099",NA,NA,371.83,0,2.9,"19","COc1ccc(-n2c(C)nnc2N2CC(Oc3ccccc3Cl)C2)cn1","Ki","'='",55.1,"nM",7.26,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1050363","Antagonist activity at human cloned oxytocin receptor by cell based beta lactamase assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1153191",1,"Scientific Literature","Bioorg Med Chem Lett",2010,NA,NA,NA,TRUE
"CHEMBL285013",NA,NA,496.59,0,2.95,"3cc","CS(=O)(=O)NCCn1ccc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc21","Ki","'='",316.23,"nM",6.5,NA,NA,"UO_0000065",13.09,0.25,3.55,6.44,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,FALSE
"CHEMBL30667",NA,NA,461.52,0,3.87,"13a","CC(=O)NCCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1","Ki","'='",39.81,"nM",7.4,NA,NA,"UO_0000065",16.03,0.3,3.53,8.04,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,FALSE
"CHEMBL1779410",NA,NA,696.27,1,3.64,"9c","COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3cc(CN4CCN(C)CC4)ccc3OC)(N3CCC[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)cc1","Ki","'='",20,"nM",7.7,NA,NA,"UO_0000065",11.06,0.22,4.06,7.48,0,"CHEMBL1780594","Displacement of radiolabeled oxytocin from human oxytocin receptor expressed in CHO cells by scintillation counting","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1777717",1,"Scientific Literature","Bioorg Med Chem Lett",2011,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL286979",NA,NA,474.56,0,3.88,"3cb","CC(=O)N(C)CCn1ccc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc21","Ki","'='",63.1,"nM",7.2,NA,NA,"UO_0000065",15.17,0.28,3.32,9.59,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,TRUE
"CHEMBL66749",NA,NA,570.69,2,5.46,"48","COc1cc(OC2CCN(C(C)c3cccnc3)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",16,"nM",7.8,NA,NA,"UO_0000065",13.66,0.25,2.34,9.23,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,FALSE
"CHEMBL66992",NA,NA,630.72,2,5.15,"51","COc1cc(OC2CCN(C3CCCc4c3ccc[n+]4[O-])CC2)c(F)cc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",2,"nM",8.7,NA,NA,"UO_0000065",13.79,0.26,3.55,8.83,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,TRUE
"CHEMBL277425",NA,NA,642.58,1,4.12,"Cyclohexyl","CC(=O)CCCC(=O)NC1N=C(C2CCCCC2)c2ccccc2N(CC(=O)N[C@@H](Cc2ccc(Cl)c(Cl)c2)C(N)=O)C1=O","Ki","'='",31.62,"nM",7.5,NA,NA,"UO_0000065",11.67,0.23,3.38,4.97,0,"CHEMBL857864","Inhibition of binding of [3H]oxytocin with human oxytocin receptor","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1134064",1,"Scientific Literature","Bioorg Med Chem Lett",2001,NA,NA,NA,FALSE
"CHEMBL1253935",NA,NA,457.53,0,3.42,"10","CO/N=C1\C[C@@H](C(=O)NCC(O)c2ccccc2)N(C(=O)c2ccc(-c3ccccc3)cc2)C1","Ki","'='",260,"nM",6.58,NA,NA,"UO_0000065",14.39,0.26,3.17,7.22,0,"CHEMBL1253116","Displacement of [3H]-oxytocin from human oxytocin receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1250454",1,"Scientific Literature","J Med Chem",2010,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL473443",NA,NA,369.89,1,5.04,"12h","O=C(c1ccc(-c2ccc(Cl)cc2)cc1)N(CC1CC1)CC1CCCO1","Ki","'='",79.43,"nM",7.1,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1035607","Antagonist activity at human oxytocin receptor expressed in CHO cells by FLIPR assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1141024",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL1093744",NA,NA,377.39,0,3.39,"8","CCN(C(=O)N1CC(Oc2cc(F)cc(F)c2C)C1)c1ccc(OC)nc1","Ki","'='",36.7,"nM",7.43,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1115874","Antagonist activity at human oxytocin receptor expressed in CHO cells by beta lactamase assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1155414",1,"Scientific Literature","Bioorg Med Chem Lett",2010,"CHEMBL3308072",NA,NA,TRUE
