Name	Permeability
"N-Cyclohexyl-N'-phenyl-1 	Permeable
Nebivolol 	Permeable
Nedaplatin 	Permeable
Nedocromil 	Non-Permeable
Nefazodone 	Permeable
Nefopam 	Permeable
Nelarabine 	Permeable
Nelfinavir 	Non-Permeable
Neon 	Permeable
Neostigmine 	Non-Permeable
Nepafenac 	Permeable
Neratinib 	Non-Permeable
Netarsudil 	Permeable
Netilmicin 	Non-Permeable
Netupitant 	Permeable
Nevirapine 	Permeable
Niacin 	Permeable
Niacinamide ascorbate 	Non-Permeable
Nialamide 	Permeable
Nicardipine 	Non-Permeable
Nicergoline 	Permeable
Nickel sulfate 	Permeable
Niclosamide 	Non-Permeable
Nicoboxil 	Permeable
Nicorandil 	Permeable
Nicotinamide 	Permeable
Nicotine 	Permeable
Nifedipine 	Non-Permeable
Nifurtimox 	Permeable
Nilotinib 	Non-Permeable
Nilutamide 	Permeable
Nilvadipine 	Permeable
Nimesulide 	Permeable
Nimodipine 	Permeable
Nintedanib 	Non-Permeable
Niraparib 	Non-Permeable
Nirmatrelvir 	Non-Permeable
Nisoldipine 	Permeable
Nitazoxanide 	Permeable
Nitisinone 	Permeable
Nitrazepam 	Permeable
Nitrendipine 	Non-Permeable
Nitric Oxide 	Permeable
Nitrite 	Permeable
Nitrofural 	Non-Permeable
Nitrofurantoin 	Permeable
Nitrogen 	Permeable
Nitroglycerin 	Permeable
Nitroprusside 	Permeable
Nitrous acid 	Permeable
Nitrous oxide 	Permeable
Nizatidine 	Permeable
Nomegestrol 	Permeable
Nomegestrol acetate 	Permeable
Nomifensine 	Permeable
Nonoxynol-9 	Permeable
Norelgestromin 	Permeable
Norepinephrine 	Non-Permeable
Norethisterone 	Non-Permeable
Norethynodrel 	Permeable
Norfloxacin 	Non-Permeable
Norflurane 	Permeable
Norgestimate 	Permeable
Norgestrel 	Permeable
Normethadone 	Permeable
Nortriptyline 	Permeable
Noscapine 	Permeable
Novobiocin 	Non-Permeable
Noxytiolin 	Permeable
Nylidrin 	Non-Permeable
Nystatin 	Non-Permeable
Obeticholic acid 	Permeable
Octasulfur 	Permeable
Octinoxate 	Permeable
Octisalate 	Permeable
Octocrylene 	Permeable
Odevixibat 	Non-Permeable
Ofloxacin 	Permeable
Oftasceine 	Non-Permeable
Olanzapine 	Permeable
Olaparib 	Permeable
Oleic Acid 	Permeable
Oliceridine 	Permeable
Olmesartan 	Permeable
Olodaterol 	Non-Permeable
Olopatadine 	Permeable
Olsalazine 	Non-Permeable
Olutasidenib 	Permeable
Omacetaxine mepesuccinate 	Permeable
Omadacycline 	Non-Permeable
Ombitasvir 	Non-Permeable
Omeprazole 	Non-Permeable
Omidenepag isopropyl 	Non-Permeable
Ondansetron 	Permeable
Opicapone 	Non-Permeable
Orciprenaline 	Permeable
Oritavancin 	Non-Permeable
Orlistat 	Permeable
Ornithine 	Permeable
Orphenadrine 	Non-Permeable
Oseltamivir 	Permeable
Osilodrostat 	Permeable
Osimertinib 	Non-Permeable
Ospemifene 	Permeable
Oteracil 	Permeable
Oteseconazole 	Non-Permeable
Ouabain 	Non-Permeable
Oxacillin 	Non-Permeable
Oxaliplatin 	Permeable
Oxamniquine 	Permeable
Oxandrolone 	Non-Permeable
Oxaprozin 	Non-Permeable
Oxatomide 	Permeable
Oxazepam 	Permeable
Oxcarbazepine 	Permeable
Oxeladin 	Permeable
Oxetacaine 	Non-Permeable
Oxiconazole 	Permeable
Oxidronic acid 	Non-Permeable
Oxilofrine 	Non-Permeable
Oxitriptan 	Permeable
Oxolamine 	Permeable
Oxprenolol 	Permeable
Oxtriphylline 	Permeable
Oxybenzone 	Permeable
Oxybuprocaine 	Permeable
Oxybutynin 	Permeable
Oxycodone 	Permeable
Oxygen 	Permeable
Oxymetazoline 	Permeable
Oxymetholone 	Non-Permeable
Oxymorphone 	Permeable
Oxyphenbutazone 	Permeable
Oxyphencyclimine 	Permeable
Oxyphenisatin acetate 	Permeable
Oxyphenonium 	Non-Permeable
Oxyquinoline 	Permeable
Oxytetracycline 	Non-Permeable
Ozanimod 	Non-Permeable
Ozenoxacin 	Non-Permeable
Paclitaxel 	Non-Permeable
Pacritinib 	Non-Permeable
Padeliporfin 	Non-Permeable
Padimate O 	Permeable
Pafolacianine 	Non-Permeable
Palbociclib 	Non-Permeable
Paliperidone 	Permeable
Palmitic Acid 	Permeable
Palonosetron 	Permeable
Palovarotene 	Non-Permeable
Pamidronic acid 	Non-Permeable
Pancuronium 	Non-Permeable
Panobinostat 	Permeable
Pantethine 	Non-Permeable
Panthenol 	Permeable
Pantoprazole 	Permeable
Pantothenic acid 	Permeable
Papaverine 	Non-Permeable
Parachlorophenol 	Permeable
Paraldehyde 	Permeable
Paramethadione 	Permeable
Paramethasone acetate 	Permeable
Parecoxib 	Permeable
Pargyline 	Permeable
Paricalcitol 	Permeable
Paritaprevir 	Non-Permeable
Paromomycin 	Non-Permeable
Paroxetine 	Permeable
Parthenolide 	Permeable
Pasireotide 	Non-Permeable
Patent Blue 	Non-Permeable
Pazopanib 	Non-Permeable
PBT-434 	Permeable
Pefloxacin 	Non-Permeable
Pemetrexed 	Non-Permeable
Pemigatinib 	Permeable
Pemirolast 	Permeable
Pemoline 	Permeable
Penbutolol 	Permeable
Penciclovir 	Permeable
Penicillamine 	Permeable
Pentaerythritol tetranitrate 	Non-Permeable
Pentafluoropropane 	Permeable
Pentagastrin 	Non-Permeable
Pentamidine 	Non-Permeable
Pentazocine 	Permeable
Pentetic acid 	Non-Permeable
Pentetreotide 	Non-Permeable
Pentobarbital 	Permeable
Pentolinium 	Non-Permeable
Pentosan polysulfate 	Non-Permeable
Pentostatin 	Permeable
Pentoxifylline 	Permeable
Pentoxyverine 	Permeable
Peramivir 	Non-Permeable
Perampanel 	Permeable
Perazine 	Permeable
Perboric acid 	Non-Permeable
Perflexane 	Permeable
Perflubutane 	Permeable
Perflutren 	Permeable
Pergolide 	Permeable
Perhexiline 	Permeable
Periciazine 	Permeable
Perindopril 	Permeable
Permethrin 	Non-Permeable
Perphenazine 	Permeable
Pexidartinib 	Permeable
Phenacemide 	Permeable
Phenazopyridine 	Non-Permeable
Phendimetrazine 	Permeable
Phenelzine 	Permeable
Pheneticillin 	Non-Permeable
Phenformin 	Permeable
Phenindamine 	Permeable
Phenindione 	Permeable
Pheniramine 	Permeable
Phenmetrazine 	Permeable
Phenobarbital 	Permeable
Phenol 	Permeable
Phenolphthalein 	Non-Permeable
Phenoxybenzamine 	Non-Permeable
Phenoxymethylpenicillin 	Non-Permeable
Phenprocoumon 	Permeable
Phensuximide 	Permeable
Phentermine 	Permeable
Phentolamine 	Permeable
Phenyl aminosalicylate 	Permeable
Phenyl salicylate 	Permeable
Phenylacetic acid 	Permeable
Phenylalanine 	Permeable
Phenylbutazone 	Non-Permeable
Phenylbutyric acid 	Permeable
Phenylephrine 	Non-Permeable
Phenylethyl resorcinol 	Permeable
Phenylpropanolamine 	Permeable
Phenyltoloxamine 	Permeable
Phenytoin 	Permeable
Phloxine B 	Non-Permeable
Pholcodine 	Permeable
Phosphoric acid 	Permeable
Phosphorus 	Permeable
Phthalylsulfathiazole 	Non-Permeable
Phylloquinone 	Permeable
Physostigmine 	Permeable
Pibrentasvir 	Non-Permeable
Picosulfuric acid 	Non-Permeable
Pidolic acid 	Permeable
Piflufolastat F 18 	Non-Permeable
Pilocarpine 	Permeable
Pimavanserin 	Permeable
Pimecrolimus 	Non-Permeable
Pimethixene 	Permeable
Pimozide 	Permeable
Pinacidil 	Non-Permeable
Pinaverium 	Non-Permeable
Pindolol 	Permeable
Pioglitazone 	Permeable
Pipecuronium 	Non-Permeable
Piperacillin 	Non-Permeable
Piperaquine 	Permeable
Piperazine 	Permeable
Piperonyl butoxide 	Permeable
Pipobroman 	Permeable
Pipotiazine 	Permeable
Pipradrol 	Permeable
Piracetam 	Permeable
Pirbuterol 	Non-Permeable
Pirenzepine 	Permeable
Piretanide 	Permeable
Pirfenidone 	Permeable
Piritramide 	Permeable
Piroxicam 	Non-Permeable
Pitavastatin 	Permeable
Pitolisant 	Permeable
Pivampicillin 	Non-Permeable
Pivmecillinam 	Non-Permeable
Pixantrone 	Permeable
Pizotifen 	Permeable
Plazomicin 	Non-Permeable
Plecanatide 	Non-Permeable
Plerixafor 	Permeable
Plicamycin 	Permeable
P-nitrobiphenyl 	Permeable
Podofilox 	Permeable
Podophyllin 	Non-Permeable
Polidocanol 	Permeable
Polydatin 	Non-Permeable
Polymyxin B 	Non-Permeable
Polythiazide 	Non-Permeable
Pomalidomide 	Non-Permeable
Ponatinib 	Permeable
Ponesimod 	Non-Permeable
Posaconazole 	Non-Permeable
Potassium 	Permeable
Potassium acetate 	Non-Permeable
Potassium aspartate 	Non-Permeable
Potassium bicarbonate 	Non-Permeable
Potassium carbonate 	Non-Permeable
Potassium cation 	Permeable
Potassium chloride 	Invalid SMILES
Potassium citrate 	Non-Permeable
Potassium gluconate 	Non-Permeable
Potassium hydroxide 	Invalid SMILES
Potassium Iodide 	Invalid SMILES
Potassium lactate 	Non-Permeable
Potassium nitrate 	Permeable
Potassium perchlorate 	Permeable
Potassium sulfate 	Permeable
p-Phenylenediamine 	Permeable
Practolol 	Non-Permeable
Pralatrexate 	Non-Permeable
Pralidoxime 	Non-Permeable
Pralsetinib 	Non-Permeable
Pramipexole 	Permeable
Pramiracetam 	Permeable
Pramlintide 	Non-Permeable
Pramocaine 	Permeable
Prasterone 	Non-Permeable
Prasterone enantate 	Permeable
Prasugrel 	Permeable
Pravastatin 	Non-Permeable
Prazepam 	Permeable
Praziquantel 	Permeable
Prazosin 	Non-Permeable
Prednicarbate 	Permeable
Prednisolone 	Non-Permeable
Prednisolone acetate 	Permeable
Prednisolone phosphate 	Permeable
Prednisolone tebutate 	Permeable
Prednisone 	Non-Permeable
Prednisone acetate 	Permeable
Pregabalin 	Permeable
Pregnenolone 	Permeable
Prenylamine 	Permeable
Pretomanid 	Permeable
Prilocaine 	Permeable
Primaquine 	Non-Permeable
Primidone 	Permeable
Probenecid 	Non-Permeable
Probucol 	Permeable
Procainamide 	Permeable
Procaine 	Non-Permeable
Procaine benzylpenicillin 	Non-Permeable
Procaine merethoxylline 	Non-Permeable
Procarbazine 	Permeable
Procaterol 	Non-Permeable
Prochlorperazine 	Permeable
Procyclidine 	Permeable
Profenamine 	Permeable
Proflavine 	Permeable
Progesterone 	Non-Permeable
Proguanil 	Permeable
Promazine 	Permeable
Promethazine 	Permeable
Propafenone 	Non-Permeable
Propanoic acid 	Non-Permeable
Propantheline 	Non-Permeable
Proparacaine 	Permeable
Propiolactone 	Permeable
Propiomazine 	Permeable
Propiverine 	Permeable
Propofol 	Permeable
Propoxycaine 	Permeable
Propranolol 	Non-Permeable
Propyl alcohol 	Non-Permeable
Propylene glycol 	Non-Permeable
Propylhexedrine 	Permeable
Propyliodone 	Permeable
Propylparaben 	Permeable
Propylthiouracil 	Permeable
Protionamide 	Permeable
Protirelin 	Non-Permeable
Protokylol 	Permeable
Protriptyline 	Permeable
Proxibarbal 	Permeable
Prucalopride 	Non-Permeable
Prussian blue 	Permeable
Pseudoephedrine 	Non-Permeable
Pyrantel 	Permeable
Pyrazinamide 	Permeable
Pyridostigmine 	Permeable
Pyridoxal phosphate 	Non-Permeable
Pyridoxine 	Non-Permeable
Pyrimethamine 	Permeable
Pyrithione 	Permeable
Pyrophosphoric acid 	Non-Permeable
Pyruvic acid 	Non-Permeable
Pyrvinium 	Permeable
Quaternium-15 	Permeable
Quazepam 	Permeable
Quetiapine 	Permeable
Quinagolide 	Permeable
Quinapril 	Non-Permeable
Quinestrol 	Permeable
Quinethazone 	Permeable
Quinidine 	Non-Permeable
Quinidine barbiturate 	Permeable
Quinine 	Non-Permeable
Quinupramine 	Permeable
Quinupristin 	Non-Permeable
Rabeprazole 	Permeable
Racemethionine 	Permeable
Racephedrine 	Non-Permeable
Radium Ra 223 dichloride 	Invalid SMILES
Raloxifene 	Non-Permeable
Raltegravir 	Non-Permeable
Raltitrexed 	Non-Permeable
Ramelteon 	Permeable
Ramipril 	Permeable
Ranitidine 	Non-Permeable
Ranolazine 	Permeable
Rapacuronium 	Non-Permeable
Rasagiline 	Permeable
Rebamipide 	Non-Permeable
Reboxetine 	Permeable
Regadenoson 	Non-Permeable
Regorafenib 	Non-Permeable
Relebactam 	Non-Permeable
Relugolix 	Non-Permeable
Remdesivir 	Non-Permeable
Remifentanil 	Permeable
Remimazolam 	Permeable
Remoxipride 	Permeable
Repaglinide 	Permeable
Rescinnamine 	Permeable
Reserpine 	Permeable
Resorcinol 	Non-Permeable
Resorcinol monoacetate 	Permeable
Retapamulin 	Permeable
Revefenacin 	Non-Permeable
Ribavirin 	Permeable
Ribociclib 	Non-Permeable
Riboflavin 	Permeable
Ribostamycin 	Non-Permeable
Rifabutin 	Non-Permeable
Rifampicin 	Non-Permeable
Rifamycin 	Non-Permeable
Rifapentine 	Non-Permeable
Rifaximin 	Non-Permeable
Rilmenidine 	Permeable
Rilpivirine 	Non-Permeable
Riluzole 	Permeable
Rimantadine 	Permeable
Rimegepant 	Permeable
Rimexolone 	Permeable
Rimonabant 	Non-Permeable
Riociguat 	Permeable
Ripretinib 	Non-Permeable
Risdiplam 	Non-Permeable
Risedronic acid 	Non-Permeable
Risperidone 	Permeable
Ritiometan 	Non-Permeable
Ritodrine 	Permeable
Ritonavir 	Non-Permeable
Rivaroxaban 	Permeable
Rivastigmine 	Permeable
Rizatriptan 	Non-Permeable
Rocuronium 	Non-Permeable
Rofecoxib 	Non-Permeable
Roflumilast 	Permeable
Rolapitant 	Permeable
Rolitetracycline 	Non-Permeable
Romidepsin 	Non-Permeable
Ropinirole 	Permeable
Ropivacaine 	Permeable
Rose bengal 	Non-Permeable
Rose bengal I-131 	Non-Permeable
Rosiglitazone 	Permeable
Rosoxacin 	Non-Permeable
Rosuvastatin 	Non-Permeable
Rotigotine 	Permeable
Roxadustat 	Non-Permeable
Roxithromycin 	Non-Permeable
Rubidium 	Permeable
Rubidium Rb-82 	Permeable
Rucaparib 	Permeable
Rufinamide 	Permeable
Rupatadine 	Permeable
Rutin 	Non-Permeable
Ruxolitinib 	Permeable
Sacubitril 	Permeable
Safinamide 	Permeable
Salbutamol 	Non-Permeable
Salicylamide 	Permeable
Salicylic acid 	Non-Permeable
Salmeterol 	Permeable
Salsalate 	Permeable
Samarium (153Sm) lexidronam 	Non-Permeable
Samidorphan 	Non-Permeable
Sapropterin 	Non-Permeable
Saquinavir 	Non-Permeable
Sarecycline 	Non-Permeable
Saxagliptin 	Non-Permeable
Scopolamine 	Permeable
Secnidazole 	Permeable
Secobarbital 	Permeable
Segesterone acetate 	Permeable
Selegiline 	Permeable
Selenic acid 	Permeable
Selenious acid 	Permeable
Selenium 	Permeable
Selenium Sulfide 	Permeable
Selenomethionine 	Permeable
Selenomethionine Se-75 	Permeable
Selexipag 	Non-Permeable
Selinexor 	Permeable
Selpercatinib 	Non-Permeable
Selumetinib 	Non-Permeable
Semaglutide 	Non-Permeable
Serdexmethylphenidate 	Non-Permeable
Sertaconazole 	Permeable
Sertindole 	Permeable
Sertraline 	Permeable
Setmelanotide 	Non-Permeable
Sevelamer 	Permeable
Sevoflurane 	Permeable
Sibutramine 	Permeable
Silanol 	Permeable
Sildenafil 	Non-Permeable
Silicon 	Permeable
Silicon dioxide 	Permeable
Silodosin 	Non-Permeable
Silver 	Permeable
Silver nitrate 	Permeable
Silver sulfadiazine 	Non-Permeable
Simeprevir 	Non-Permeable
Simethicone 	Permeable
Simvastatin 	Permeable
Sinapultide 	Non-Permeable
Sincalide 	Non-Permeable
Siponimod 	Permeable
Sirolimus 	Non-Permeable
Sitagliptin 	Permeable
Sitaxentan 	Permeable
"Sodium 1 	Permeable
Sodium acetate 	Non-Permeable
Sodium ascorbate 	Non-Permeable
Sodium bicarbonate 	Non-Permeable
Sodium bisulfite 	Non-Permeable
Sodium borate 	Permeable
Sodium camphorsulfonate 	Non-Permeable
Sodium carbonate 	Non-Permeable
Sodium chloride 	Invalid SMILES
Sodium chromate Cr-51 	Permeable
Sodium citrate 	Non-Permeable
Sodium feredetate 	Non-Permeable
Sodium ferric gluconate complex 	Non-Permeable
Sodium fluoride 	Invalid SMILES
Sodium fluorophosphate 	Permeable
Sodium glycerophosphate 	Permeable
Sodium hydroxide 	Invalid SMILES
Sodium iodide 	Invalid SMILES
Sodium lauryl sulfoacetate 	Permeable
Sodium metavanadate 	Permeable
Sodium molybdate 	Permeable
Sodium oxybate 	Non-Permeable
Sodium phosphate P 32 	Non-Permeable
